CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,Cluster,Cluster_Name,Cluster_Action
12644,130,1,477.91,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12645,34,4,1775.18,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12646,5,2,1346.97,5,2,4,11,524,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12647,22,12,3722.82,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12648,155,1,318.05,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12649,107,3,623.51,2,3,3,8,233,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12650,3,1,314.44,5,1,2,8,512,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12651,335,1,114.0,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12652,331,1,919.98,1,1,3,5,113,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12653,149,2,2209.85,2,2,5,9,225,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12654,11,5,601.98,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12656,17,5,4051.17,4,4,5,13,445,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12657,11,4,1643.18,5,4,4,13,544,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12658,19,1,686.05,4,1,3,8,413,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12659,30,1,91.68,4,1,1,6,411,New Customers,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12660,11,1,245.1,5,1,1,7,511,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12662,1,11,3849.78,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12664,8,9,4881.88,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12665,325,1,63.0,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12667,58,1,620.13,3,1,3,7,313,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12668,12,4,3807.15,5,4,5,14,545,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12669,151,3,2744.03,2,3,5,10,235,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12670,10,5,2996.05,5,4,5,14,545,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12672,330,1,225.9,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12673,5,2,610.52,5,2,3,10,523,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12674,39,4,1970.6,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12676,25,6,1331.39,4,5,4,13,454,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12678,42,12,17628.46,3,5,5,13,355,Promising,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12679,59,4,1113.02,3,4,4,11,344,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12680,1,4,862.81,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12681,15,22,13787.54,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12682,4,31,12288.22,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12683,4,15,8476.57,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12684,8,7,2283.63,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12685,28,6,2863.08,4,5,5,14,455,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12686,372,1,89.14,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12688,114,1,4873.81,2,1,5,8,215,Lost,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12689,26,2,1247.61,4,2,4,10,424,New Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12690,206,1,389.01,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12691,28,6,1035.8,4,5,4,13,454,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12693,127,4,855.91,2,4,3,9,243,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12694,70,2,869.67,3,2,3,8,323,Need Attention,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12695,7,4,582.1,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12697,29,3,957.59,4,3,4,11,434,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12700,8,4,4939.99,5,4,5,14,545,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12701,80,2,797.71,2,2,3,7,223,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12702,20,1,219.0,4,1,1,6,411,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12703,71,1,283.55,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12704,7,8,2340.84,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12705,15,9,6868.29,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12707,292,1,603.42,1,1,3,5,113,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12708,30,10,2712.91,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12709,15,15,9736.52,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12710,97,3,1149.02,2,3,4,9,234,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12712,29,13,4396.13,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12713,1,1,848.55,5,1,3,9,513,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12714,9,5,4708.86,5,4,5,14,545,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12715,106,1,353.86,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12716,4,2,1053.49,5,2,4,11,524,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12717,151,2,1030.98,2,2,4,8,224,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12718,71,1,238.25,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12719,5,2,644.95,5,2,3,10,523,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12720,3,25,5781.7300000000005,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12721,32,6,2656.13,4,5,5,14,455,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12722,85,4,997.63,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12723,4,5,725.07,5,4,3,12,543,Loyal Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12724,5,4,1031.41,5,4,4,13,544,Champions,0,New Potentials,"Welcome series, onboarding discounts, education content"
12725,371,1,427.8,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12726,28,7,2609.1,4,5,5,14,455,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12727,11,7,3980.7,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12728,71,4,836.33,3,4,3,10,343,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12729,114,1,453.01,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12731,24,12,18895.91,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12732,180,1,236.26,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12733,234,1,383.95,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12734,353,1,110.4,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12735,315,2,779.5699999999999,1,2,3,6,123,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12736,333,1,234.0,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12738,372,1,155.35,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12739,78,2,1013.04,2,2,4,8,224,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12740,64,1,427.6,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12743,134,2,546.43,2,2,3,7,223,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12744,52,7,21279.29,3,5,5,13,355,Promising,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12747,2,11,4196.01,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12748,1,209,33719.73,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12749,4,5,4090.88,5,4,5,14,545,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12750,129,1,275.88,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12752,81,1,4366.78,2,1,5,8,215,Lost,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12753,23,6,21429.39,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12754,236,3,3010.74,1,3,5,9,135,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12755,281,2,3811.95,1,2,5,8,125,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12756,87,1,112.08,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12757,16,13,7857.1,4,5,5,14,455,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12758,117,2,2791.59,2,2,5,9,225,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12759,52,3,1531.44,3,3,4,10,334,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12762,8,2,1898.52,5,2,4,11,524,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12763,138,2,494.08,2,2,3,7,223,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12764,317,1,1693.88,1,1,4,6,114,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12766,4,7,6989.63,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12769,239,1,1143.6,1,1,4,6,114,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12770,211,1,1351.45,1,1,4,6,114,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12772,60,1,892.47,3,1,3,7,313,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12775,17,5,1386.04,4,4,4,12,444,Champions,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12778,20,6,822.23,4,5,3,12,453,Loyal Customers,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12779,38,8,3981.36,3,5,5,13,355,Promising,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12781,64,2,826.74,3,2,3,8,323,Need Attention,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12782,5,5,2330.92,5,4,5,14,545,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12783,2,6,2225.91,5,5,5,15,555,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12784,9,2,574.42,5,2,3,10,523,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12785,364,1,311.95,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12787,10,3,463.66,5,3,2,10,532,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
12789,65,1,91.85,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12790,192,1,324.92,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12791,374,1,192.6,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12792,257,1,400.54,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12793,335,2,545.48,1,2,3,6,123,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12794,53,2,860.41,3,2,3,8,323,Need Attention,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12795,19,1,430.48,4,1,2,7,412,New Customers,0,New Potentials,"Welcome series, onboarding discounts, education content"
12797,366,1,254.03,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12798,10,3,6977.04,5,3,5,13,535,Promising,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12802,187,1,427.58,1,1,2,4,112,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12808,37,3,483.65,3,3,2,8,332,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
12809,178,1,489.31,2,1,2,5,212,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12811,261,3,514.85,1,3,3,7,133,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12812,45,1,229.64,3,1,1,5,311,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12814,102,1,125.92,2,1,1,4,211,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12815,148,2,1063.46,2,2,4,8,224,At Risk,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12816,96,2,572.2,2,2,3,7,223,At Risk,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12817,281,1,166.04000000000002,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12818,262,1,1542.08,1,1,4,6,114,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12820,3,4,942.34,5,4,4,13,544,Champions,0,New Potentials,"Welcome series, onboarding discounts, education content"
12821,214,1,92.72,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12822,71,2,948.88,3,2,4,9,324,Need Attention,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12823,75,5,1759.5,2,4,4,10,244,Can't Lose Them,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12824,60,1,397.12,3,1,2,6,312,Need Attention,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12826,3,7,1474.72,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12827,6,3,430.15,5,3,2,10,532,Promising,0,New Potentials,"Welcome series, onboarding discounts, education content"
12828,3,6,1018.71,5,5,4,14,554,Champions,1,VIP Champions,"Loyalty rewards, referral programs, exclusive early access"
12829,337,2,293.0,1,2,2,5,122,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
12830,38,6,6814.64,3,5,5,13,355,Promising,2,Loyal Regulars,"Upsell campaigns, early access to new products, cross-sell"
12831,262,1,215.05,1,1,1,3,111,Lost,3,Lost Causes,Final reactivation attempt or remove from active campaigns
